paths,coordinates,class
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1496,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2716,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2016,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1556,3816",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1176,3246",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2116,256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"316,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2376,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2326,4166",0.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1496,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"916,2756",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"516,2116",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2296,496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"476,2596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1496,1016",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1136,2596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1076,2196",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1336,2316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1116,2296",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1856,2056",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1696,616",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1236,916",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1276,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3756,3196",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2756,1216",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1496,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"796,3036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2896,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,2396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2056,1716",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3256,3536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1816,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1176,1976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"696,3556",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1016,3016",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1936,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2556,3976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2516,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1076,1896",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2056,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1736,1156",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1406,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2496,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1556,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4096,2456",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1436,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1976,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2096,2556",0.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1456,1116",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"4922,2556",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1816,1136",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1756,636",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1076,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1736,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"436,1516",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1396,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2596,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1896,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"3036,1096",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1696,1976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1176,3476",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2756,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1556,3956",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1836,1276",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1056,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,2316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2196,1636",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2316,376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2116,1716",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"1406,3016",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1076,2376",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"536,2756",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1176,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"716,3706",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1956,516",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1556,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1406,3246",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"556,1816",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1936,1856",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1596,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"856,1696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4036,2196",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1976,1536",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1796,1816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3716,3276",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2616,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3836,2736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"996,3376",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"256,716",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"856,1476",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1496,956",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1296,996",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1936,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"416,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2156,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1956,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"956,2616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1336,3656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1216,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2756,536",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1776,796",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4136,1656",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1316,1256",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1636,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1716,1756",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1376,1596",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1376,2576",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1296,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2876,1236",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1476,2596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"656,3396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2896,836",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2156,1336",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1616,1976",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"936,2736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"776,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1096,2096",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2896,996",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1996,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"636,2736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3456,3616",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2096,2096",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1836,776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2996,3416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1636,4396",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2836,936",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1076,2516",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1296,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1756,4056",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2176,1596",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1516,2376",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1736,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,1256",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1376,936",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"946,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2156,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"946,4626",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2376,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1996,1136",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2096,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2786,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"956,3676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1176,3706",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1276,1876",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"676,3436",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"1406,2007",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"3056,1096",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2936,596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1456,1856",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2196,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1156,1796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2496,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2416,3776",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2016,1016",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1196,3356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"796,2936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2356,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"876,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"936,2836",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3676,2796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1656,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1956,1576",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2436,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2896,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2216,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"976,2416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1276,3316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2736,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2176,1836",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1676,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2096,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1896,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2776,3616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1866,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2476,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2036,1616",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1196,456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2096,1116",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1376,1296",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1216,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3576,3596",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1556,1416",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"256,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"936,2256",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"3690,2007",0.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1536,596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4416,1016",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1496,2376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1816,656",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2836,576",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"936,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1636,716",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1276,2496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1636,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1866,716",0.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1316,996",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"756,2176",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1866,2326",0.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1856,896",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"816,2616",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"256,1866",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1636,4626",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1716,1776",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1636,1316",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1436,1336",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1356,2536",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1936,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2076,1696",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"596,2156",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"456,2156",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2016,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"876,2516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"596,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1596,1956",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1636,1416",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1536,1236",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"1176,2786",0.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"946,716",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"656,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2076,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1096,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"256,3016",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"496,2316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1156,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4336,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"676,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1576,1156",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2896,636",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1996,616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1936,1776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"416,3576",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2596,1476",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1856,836",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1836,1576",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1976,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4396,1116",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1376,2136",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2356,1916",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1536,996",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2056,1456",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1596,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"2056,1056",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1336,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"556,2956",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1916,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1816,1136",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1956,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3476,5316",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1156,2036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3736,2516",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1396,1756",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1856,1096",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1836,4056",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1356,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3036,3796",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2056,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1936,1056",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1416,856",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1866,2786",0.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"3690,1406",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1976,1556",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1476,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1296,2116",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1736,1796",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1496,2476",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1936,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2776,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2576,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"776,2216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3556,3416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4256,2256",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1876,676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1936,736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"396,1796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2156,1036",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1856,816",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2636,596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"836,1596",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1216,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"296,2316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"396,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4376,1016",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1936,756",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2316,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"556,3636",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1856,736",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1976,416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2296,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2976,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"496,3556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2736,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2376,1416",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1616,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2496,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2636,816",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"796,1976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1636,3706",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4136,1996",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2156,1516",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1216,1496",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1576,696",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1816,756",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3996,2136",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4376,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1056,2156",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2576,576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2656,3896",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1036,2196",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1416,1656",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1716,736",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2756,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"476,2436",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2536,1156",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2116,496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"596,1496",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1076,596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"836,2476",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1896,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1916,3956",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1456,3716",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1336,1976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2256,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1676,3976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1696,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1836,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"596,2696",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1376,2616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2076,1676",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1996,676",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"956,3016",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1636,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"816,3656",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1036,2156",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1436,796",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"3690,716",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"816,3636",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1296,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4116,2556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"256,3016",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1936,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1776,1116",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"956,2316",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1436,856",1.0
